NS10000 VALID
CN0 7386, LN0 0256, HN0 8014
CN2 0159, LN2 5281, HN2 7357
CN3 0381, LN3 5413, HN3 7589
CN4 0513, LN4 5645, HN4 7711

CN0 8917, LN0 3049, HN0 5115
CN1 8149, LN1 3271, HN1 5347
CN2 8371, LN2 3403, HN2 5579
CN3 8503, LN3 3635, HN3 5701
CN4 8735, LN4 3867, HN4 5933

CN0 5810, LN0 0942, HN0 2018
CN1 5042, LN1 0174, HN1 2240
CN2 5274, LN2 0306, HN2 2472
CN3 5406, LN3 0538, HN3 2604
CN4 5638, LN4 0760, HN4 2836

CN0 6917, LN0 1049, HN0 3115
CN1 6149, LN1 1271, HN1 3347
CN2 6371, LN2 1403, HN2 3579
CN3 6503, LN3 1635, HN3 3701
CN4 6735, LN4 1867, HN4 3933

CN0 5042, LN0 0174, HN0 2240
CN1 5274, LN1 0306, HN1 2472
CN2 5406, LN2 0538, HN2 2604
CN3 5638, LN3 0760, HN3 2836
CN4 5860, LN4 0992, HN4 2068

CN0 0563, LN0 5695, HN0 7761
CN1 0795, LN1 5827, HN1 7993
CN2 0927, LN2 5059, HN2 7125
CN3 0159, LN3 5281, HN3 7357
CN4 0381, LN4 5413, HN4 7589

CN0 1806, LN0 6938, HN0 8004
CN1 1038, LN1 6160, HN1 8236
CN2 1260, LN2 6392, HN2 8468
CN3 1492, LN3 6524, HN3 8690
CN4 1624, LN4 6756, HN4 8822

CN0 9450, LN0 4582, HN0 6658
CN1 9682, LN1 4714, HN1 6880
CN2 9814, LN2 4946, HN2 6012
CN3 9046, LN3 4178, HN3 6244
CN4 9278, LN4 4300, HN4 6476

CN0 5816, LN0 0948, HN0 2014
CN1 5048, LN1 0170, HN1 2246
CN2 5270, LN2 0302, HN2 2478
CN3 5402, LN3 0534, HN3 2600
CN4 5634, LN4 0766, HN4 2832

CN0 7264, LN0 2396, HN0 4462
CN1 7496, LN1 2528, HN1 4694
CN2 7628, LN2 2750, HN2 4826
CN3 7850, LN3 2982, HN3 4058
CN4 7082, LN4 2114, HN4 4280

CN0 7498, LN0 2520, HN0 4696
CN1 7620, LN1 2752, HN1 4828
CN2 7852, LN2 2984, HN2 4050
CN3 7084, LN3 2116, HN3 4282
CN4 7216, LN4 2348, HN4 4414

CN0 8941, LN0 3073, HN0 5149
CN1 8173, LN1 3205, HN1 5371
CN2 8305, LN2 3437, HN2 5503
CN3 8537, LN3 3669, HN3 5735
CN4 8769, LN4 3891, HN4 5967

CN0 6385, LN0 1417, HN0 3583
CN1 6517, LN1 1649, HN1 3715
CN2 6749, LN2 1871, HN2 3947
CN3 6971, LN3 1003, HN3 3179
CN4 6103, LN4 1235, HN4 3301

CN0 9618, LN0 4740, HN0 6816
CN1 9840, LN1 4972, HN1 6048
CN2 9072, LN2 4104, HN2 6270
CN3 9204, LN3 4336, HN3 6402
CN4 9436, LN4 4568, HN4 6634

CN0 8705, LN0 3837, HN0 5903
CN1 8937, LN1 3069, HN1 5135
CN2 8169, LN2 3291, HN2 5367
CN3 8391, LN3 3423, HN3 5599
CN4 8523, LN4 3655, HN4 5721

CN0 6719, LN0 1841, HN0 3917
CN1 6941, LN1 1073, HN1 3149
CN2 6173, LN2 1205, HN2 3371
CN3 6305, LN3 1437, HN3 3503
CN4 6537, LN4 1669, HN4 3735

CN0 9054, LN0 4186, HN0 6252
CN1 9286, LN1 4318, HN1 6484
CN2 9418, LN2 4540, HN2 6616
CN3 9640, LN3 4772, HN3 6848
CN4 9872, LN4 4904, HN4 6070

CN0 7806, LN0 2938, HN0 4004
CN1 7038, LN1 2160, HN1 4236
CN2 7260, LN2 2392, HN2 4468
CN3 7492, LN3 2524, HN3 4690
CN4 7624, LN4 2756, HN4 4822

CN0 0597, LN0 5629, HN0 7795
CN1 0729, LN1 5851, HN1 7927
CN2 0951, LN2 5083, HN2 7159
CN3 0183, LN3 5215, HN3 7381
CN4 0315, LN4 5447, HN4 7513

CN0 6153, LN0 1285, HN0 3351
CN1 6385, LN1 1417, HN1 3583
CN2 6517, LN2 1649, HN2 3715
CN3 6749, LN3 1871, HN3 3947
CN4 6971, LN4 1003, HN4 3179

CN0 4375, LN0 9407, HN0 1573
CN1 4507, LN1 9639, HN1 1705
CN2 4739, LN2 9861, HN2 1937
CN3 4961, LN3 9093, HN3 1169
CN4 4193, LN4 9225, HN4 1391

CN0 1476, LN0 6508, HN0 8674
CN1 1608, LN1 6730, HN1 8806
CN2 1830, LN2 6962, HN2 8038
CN3 1062, LN3 6194, HN3 8260
CN4 1294, LN4 6326, HN4 8492

CN0 4563, LN0 9695, HN0 1761
CN1 4795, LN1 9827, HN1 1993
CN2 4927, LN2 9059, HN2 1125
CN3 4159, LN3 9281, HN3 1357
CN4 4381, LN4 9413, HN4 1589

CN0 8573, LN0 3605, HN0 5771
CN1 8705, LN1 3837, HN1 5903
CN2 8937, LN2 3069, HN2 5135
CN3 8169, LN3 3291, HN3 5367
CN4 8391, LN4 3423, HN4 5599

CN0 1274, LN0 6306, HN0 8472
CN1 1406, LN1 6538, HN1 8604
CN2 1638, LN2 6760, HN2 8836
CN3 1860, LN3 6992, HN3 8068
CN4 1092, LN4 6124, HN4 8290

CN0 8143, LN0 3275, HN0 5341
CN1 8375, LN1 3407, HN1 5573
CN2 8507, LN2 3639, HN2 5705
CN3 8739, LN3 3861, HN3 5937
CN4 8961, LN4 3093, HN4 5169

CN0 7698, LN0 2720, HN0 4896
CN1 7820, LN1 2952, HN1 4028
CN2 7052, LN2 2184, HN2 4250
CN3 7284, LN3 2316, HN3 4482
CN4 7416, LN4 2548, HN4 4614

CN0 6153, LN0 1285, HN0 3351
CN1 6385, LN1 1417, HN1 3583
CN2 6517, LN2 1649, HN2 3715
CN3 6749, LN3 1871, HN3 3947
CN4 6971, LN4 1003, HN4 3179

CN0 8709, LN0 3831, HN0 5907
CN1 8931, LN1 3063, HN1 5139
CN2 8163, LN2 3295, HN2 5361
CN3 8395, LN3 3427, HN3 5593
CN4 8527, LN4 3659, HN4 5725

CN0 8917, LN0 3049, HN0 5115
CN1 8149, LN1 3271, HN1 5347
CN2 8371, LN2 3403, HN2 5579
CN3 8503, LN3 3635, HN3 5701
CN4 8735, LN4 3867, HN4 5933

CN0 4507, LN0 9639, HN0 1705
CN1 4739, LN1 9861, HN1 1937
CN2 4961, LN2 9093, HN2 1169
CN3 4193, LN3 9225, HN3 1391
CN4 4325, LN4 9457, HN4 1523

CN0 4561, LN0 9693, HN0 1769
CN1 4793, LN1 9825, HN1 1991
CN2 4925, LN2 9057, HN2 1123
CN3 4157, LN3 9289, HN3 1355
CN4 4389, LN4 9411, HN4 1587

CN0 0561, LN0 5693, HN0 7769
CN1 0793, LN1 5825, HN1 7991
CN2 0925, LN2 5057, HN2 7123
CN3 0157, LN3 5289, HN3 7355
CN4 0389, LN4 5411, HN4 7587

CN0 0563, LN0 5695, HN0 7761
CN1 0795, LN1 5827, HN1 7993
CN2 0927, LN2 5059, HN2 7125
CN3 0159, LN3 5281, HN3 7357
CN4 0381, LN4 5413, HN4 7589

CN0 8143, LN0 3275, HN0 5341
CN1 8375, LN1 3407, HN1 5573
CN2 8507, LN2 3639, HN2 5705
CN3 8739, LN3 3861, HN3 5937
CN4 8961, LN4 3093, HN4 5169

CN0 5016, LN0 0148, HN0 2214
CN1 5248, LN1 0370, HN1 2446
CN2 5470, LN2 0502, HN2 2678
CN3 5602, LN3 0734, HN3 2800
CN4 5834, LN4 0966, HN4 2032

CN0 5274, LN0 0306, HN0 2472
CN1 5406, LN1 0538, HN1 2604
CN2 5638, LN2 0760, HN2 2836
CN3 5860, LN3 0992, HN3 2068
CN4 5092, LN4 0124, HN4 2290

CN0 5016, LN0 0148, HN0 2214
CN1 5248, LN1 0370, HN1 2446
CN2 5470, LN2 0502, HN2 2678
CN3 5602, LN3 0734, HN3 2800
CN4 5834, LN4 0966, HN4 2032

CN0 8149, LN0 3271, HN0 5347
CN1 8371, LN1 3403, HN1 5579
CN2 8503, LN2 3635, HN2 5701
CN3 8735, LN3 3867, HN3 5933
CN4 8967, LN4 3099, HN4 5165

CN0 4163, LN0 9295, HN0 1361
CN1 4395, LN1 9427, HN1 1593
CN2 4527, LN2 9659, HN2 1725
CN3 4759, LN3 9881, HN3 1957
CN4 4981, LN4 9013, HN4 1189

CN0 5816, LN0 0948, HN0 2014
CN1 5048, LN1 0170, HN1 2246
CN2 5270, LN2 0302, HN2 2478
CN3 5402, LN3 0534, HN3 2600
CN4 5634, LN4 0766, HN4 2832

CN0 8705, LN0 3837, HN0 5903
CN1 8937, LN1 3069, HN1 5135
CN2 8169, LN2 3291, HN2 5367
CN3 8391, LN3 3423, HN3 5599
CN4 8523, LN4 3655, HN4 5721

CN0 6153, LN0 1285, HN0 3351
CN1 6385, LN1 1417, HN1 3583
CN2 6517, LN2 1649, HN2 3715
CN3 6749, LN3 1871, HN3 3947
CN4 6971, LN4 1003, HN4 3179

CN0 0365, LN0 5497, HN0 7563
CN1 0597, LN1 5629, HN1 7795
CN2 0729, LN2 5851, HN2 7927
CN3 0951, LN3 5083, HN3 7159
CN4 0183, LN4 5215, HN4 7381

CN0 8941, LN0 3073, HN0 5149
CN1 8173, LN1 3205, HN1 5371
CN2 8305, LN2 3437, HN2 5503
CN3 8537, LN3 3669, HN3 5735
CN4 8769, LN4 3891, HN4 5967

CN0 9254, LN0 4386, HN0 6452
CN1 9486, LN1 4518, HN1 6684
CN2 9618, LN2 4740, HN2 6816
CN3 9840, LN3 4972, HN3 6048
CN4 9072, LN4 4104, HN4 6270

CN0 1276, LN0 6308, HN0 8474
CN1 1408, LN1 6530, HN1 8606
CN2 1630, LN2 6762, HN2 8838
CN3 1862, LN3 6994, HN3 8060
CN4 1094, LN4 6126, HN4 8292

CN0 1274, LN0 6306, HN0 8472
CN1 1406, LN1 6538, HN1 8604
CN2 1638, LN2 6760, HN2 8836
CN3 1860, LN3 6992, HN3 8068
CN4 1092, LN4 6124, HN4 8290

CN0 5816, LN0 0948, HN0 2014
CN1 5048, LN1 0170, HN1 2246
CN2 5270, LN2 0302, HN2 2478
CN3 5402, LN3 0534, HN3 2600
CN4 5634, LN4 0766, HN4 2832

CN0 8917, LN0 3049, HN0 5115
CN1 8149, LN1 3271, HN1 5347
CN2 8371, LN2 3403, HN2 5579
CN3 8503, LN3 3635, HN3 5701
CN4 8735, LN4 3867, HN4 5933

CN0 9486, LN0 4518, HN0 6684
CN1 9618, LN1 4740, HN1 6816
CN2 9840, LN2 4972, HN2 6048
CN3 9072, LN3 4104, HN3 6270
CN4 9204, LN4 4336, HN4 6402

CN0 5018, LN0 0140, HN0 2216
CN1 5240, LN1 0372, HN1 2448
CN2 5472, LN2 0504, HN2 2670
CN3 5604, LN3 0736, HN3 2802
CN4 5836, LN4 0968, HN4 2034

CN0 7894, LN0 2926, HN0 4092
CN1 7026, LN1 2158, HN1 4224
CN2 7258, LN2 2380, HN2 4456
CN3 7480, LN3 2512, HN3 4688
CN4 7612, LN4 2744, HN4 4810

CN0 0273, LN0 4151, HN0 6163
CN1 0376, LN1 4254, HN1 6266
CN2 0479, LN2 4357, HN2 6369
CN3 0572, LN3 4450, HN3 6462
CN4 0675, LN4 4553, HN4 6565

CN0 2394, LN0 6272, HN0 8284
CN1 2497, LN1 6375, HN1 8387
CN2 2590, LN2 6478, HN2 8480
CN3 2693, LN3 6571, HN3 8583
CN4 2796, LN4 6674, HN4 8686

CN0 6839, LN0 0717, HN0 2729
CN1 6932, LN1 0810, HN1 2822
CN2 6035, LN2 0913, HN2 2925
CN3 6138, LN3 0016, HN3 2028
CN4 6231, LN4 0119, HN4 2121

CN0 0425, LN0 4303, HN0 6315
CN1 0528, LN1 4406, HN1 6418
CN2 0621, LN2 4509, HN2 6511
CN3 0724, LN3 4602, HN3 6614
CN4 0827, LN4 4705, HN4 6717

CN0 8194, LN0 2072, HN0 4084
CN1 8297, LN1 2175, HN1 4187
CN2 8390, LN2 2278, HN2 4280
CN3 8493, LN3 2371, HN3 4383
CN4 8596, LN4 2474, HN4 4486

CN0 0295, LN0 4173, HN0 6185
CN1 0398, LN1 4276, HN1 6288
CN2 0491, LN2 4379, HN2 6381
CN3 0594, LN3 4472, HN3 6484
CN4 0697, LN4 4575, HN4 6587

CN0 6758, LN0 0636, HN0 2648
CN1 6851, LN1 0739, HN1 2741
CN2 6954, LN2 0832, HN2 2844
CN3 6057, LN3 0935, HN3 2947
CN4 6150, LN4 0038, HN4 2040

CN0 2538, LN0 6416, HN0 8428
CN1 2631, LN1 6519, HN1 8521
CN2 2734, LN2 6612, HN2 8624
CN3 2837, LN3 6715, HN3 8727
CN4 2930, LN4 6818, HN4 8820

CN0 8051, LN0 2939, HN0 4941
CN1 8154, LN1 2032, HN1 4044
CN2 8257, LN2 2135, HN2 4147
CN3 8350, LN3 2238, HN3 4240
CN4 8453, LN4 2331, HN4 4343

CN0 1657, LN0 5535, HN0 7547
CN1 1750, LN1 5638, HN1 7640
CN2 1853, LN2 5731, HN2 7743
CN3 1956, LN3 5834, HN3 7846
CN4 1059, LN4 5937, HN4 7949

CN0 7192, LN0 1070, HN0 3082
CN1 7295, LN1 1173, HN1 3185
CN2 7398, LN2 1276, HN2 3288
CN3 7491, LN3 1379, HN3 3381
CN4 7594, LN4 1472, HN4 3484

CN0 0162, LN0 4040, HN0 6052
CN1 0265, LN1 4143, HN1 6155
CN2 0368, LN2 4246, HN2 6258
CN3 0461, LN3 4349, HN3 6351
CN4 0564, LN4 4442, HN4 6454

CN0 0392, LN0 4270, HN0 6282
CN1 0495, LN1 4373, HN1 6385
CN2 0598, LN2 4476, HN2 6488
CN3 0691, LN3 4579, HN3 6581
CN4 0794, LN4 4672, HN4 6684

CN0 0425, LN0 4303, HN0 6315
CN1 0528, LN1 4406, HN1 6418
CN2 0621, LN2 4509, HN2 6511
CN3 0724, LN3 4602, HN3 6614
CN4 0827, LN4 4705, HN4 6717

CN0 9184, LN0 3062, HN0 5074
CN1 9287, LN1 3165, HN1 5177
CN2 9380, LN2 3268, HN2 5270
CN3 9483, LN3 3361, HN3 5373
CN4 9586, LN4 3464, HN4 5476

CN0 1536, LN0 5414, HN0 7426
CN1 1639, LN1 5517, HN1 7529
CN2 1732, LN2 5610, HN2 7622
CN3 1835, LN3 5713, HN3 7725
CN4 1938, LN4 5816, HN4 7828

CN0 0172, LN0 4050, HN0 6062
CN1 0275, LN1 4153, HN1 6165
CN2 0378, LN2 4256, HN2 6268
CN3 0471, LN3 4359, HN3 6361
CN4 0574, LN4 4452, HN4 6464

CN0 1273, LN0 5151, HN0 7163
CN1 1376, LN1 5254, HN1 7266
CN2 1479, LN2 5357, HN2 7369
CN3 1572, LN3 5450, HN3 7462
CN4 1675, LN4 5553, HN4 7565

CN0 8073, LN0 2951, HN0 4963
CN1 8176, LN1 2054, HN1 4066
CN2 8279, LN2 2157, HN2 4169
CN3 8372, LN3 2250, HN3 4262
CN4 8475, LN4 2353, HN4 4365

CN0 0283, LN0 4161, HN0 6173
CN1 0386, LN1 4264, HN1 6276
CN2 0489, LN2 4367, HN2 6379
CN3 0582, LN3 4460, HN3 6472
CN4 0685, LN4 4563, HN4 6575

CN0 1643, LN0 5521, HN0 7533
CN1 1746, LN1 5624, HN1 7636
CN2 1849, LN2 5727, HN2 7739
CN3 1942, LN3 5820, HN3 7832
CN4 1045, LN4 5923, HN4 7935

CN0 5984, LN0 9862, HN0 1874
CN1 5087, LN1 9965, HN1 1977
CN2 5180, LN2 9068, HN2 1070
CN3 5283, LN3 9161, HN3 1173
CN4 5386, LN4 9264, HN4 1276

CN0 5861, LN0 9749, HN0 1751
CN1 5964, LN1 9842, HN1 1854
CN2 5067, LN2 9945, HN2 1957
CN3 5160, LN3 9048, HN3 1050
CN4 5263, LN4 9141, HN4 1153

CN0 7162, LN0 1040, HN0 3052
CN1 7265, LN1 1143, HN1 3155
CN2 7368, LN2 1246, HN2 3258
CN3 7461, LN3 1349, HN3 3351
CN4 7564, LN4 1442, HN4 3454

CN0 2435, LN0 6313, HN0 8325
CN1 2538, LN1 6416, HN1 8428
CN2 2631, LN2 6519, HN2 8521
CN3 2734, LN3 6612, HN3 8624
CN4 2837, LN4 6715, HN4 8727

CN0 2738, LN0 6616, HN0 8628
CN1 2831, LN1 6719, HN1 8721
CN2 2934, LN2 6812, HN2 8824
CN3 2037, LN3 6915, HN3 8927
CN4 2130, LN4 6018, HN4 8020

CN0 7069, LN0 1947, HN0 3959
CN1 7162, LN1 1040, HN1 3052
CN2 7265, LN2 1143, HN2 3155
CN3 7368, LN3 1246, HN3 3258
CN4 7461, LN4 1349, HN4 3351

CN0 1273, LN0 5151, HN0 7163
CN1 1376, LN1 5254, HN1 7266
CN2 1479, LN2 5357, HN2 7369
CN3 1572, LN3 5450, HN3 7462
CN4 1675, LN4 5553, HN4 7565

CN0 0425, LN0 4303, HN0 6315
CN1 0528, LN1 4406, HN1 6418
CN2 0621, LN2 4509, HN2 6511
CN3 0724, LN3 4602, HN3 6614
CN4 0827, LN4 4705, HN4 6717

CN0 7839, LN0 1717, HN0 3729
CN1 7932, LN1 1810, HN1 3822
CN2 7035, LN2 1913, HN2 3925
CN3 7138, LN3 1016, HN3 3028
CN4 7231, LN4 1119, HN4 3121

CN0 2651, LN0 6539, HN0 8541
CN1 2754, LN1 6632, HN1 8644
CN2 2857, LN2 6735, HN2 8747
CN3 2950, LN3 6838, HN3 8840
CN4 2053, LN4 6931, HN4 8943

CN0 0536, LN0 4414, HN0 6426
CN1 0639, LN1 4517, HN1 6529
CN2 0732, LN2 4610, HN2 6622
CN3 0835, LN3 4713, HN3 6725
CN4 0938, LN4 4816, HN4 6828

CN0 6081, LN0 0969, HN0 2971
CN1 6184, LN1 0062, HN1 2074
CN2 6287, LN2 0165, HN2 2177
CN3 6380, LN3 0268, HN3 2270
CN4 6483, LN4 0361, HN4 2373

CN0 1384, LN0 5262, HN0 7274
CN1 1487, LN1 5365, HN1 7377
CN2 1580, LN2 5468, HN2 7470
CN3 1683, LN3 5561, HN3 7573
CN4 1786, LN4 5664, HN4 7676

CN0 8091, LN0 2979, HN0 4981
CN1 8194, LN1 2072, HN1 4084
CN2 8297, LN2 2175, HN2 4187
CN3 8390, LN3 2278, HN3 4280
CN4 8493, LN4 2371, HN4 4383

CN0 1283, LN0 5161, HN0 7173
CN1 1386, LN1 5264, HN1 7276
CN2 1489, LN2 5367, HN2 7379
CN3 1582, LN3 5460, HN3 7472
CN4 1685, LN4 5563, HN4 7575

CN0 9061, LN0 3949, HN0 5951
CN1 9164, LN1 3042, HN1 5054
CN2 9267, LN2 3145, HN2 5157
CN3 9360, LN3 3248, HN3 5250
CN4 9463, LN4 3341, HN4 5353

CN0 7180, LN0 1068, HN0 3070
CN1 7283, LN1 1161, HN1 3173
CN2 7386, LN2 1264, HN2 3276
CN3 7489, LN3 1367, HN3 3379
CN4 7582, LN4 1460, HN4 3472

CN0 7950, LN0 1838, HN0 3840
CN1 7053, LN1 1931, HN1 3943
CN2 7156, LN2 1034, HN2 3046
CN3 7259, LN3 1137, HN3 3149
CN4 7352, LN4 1230, HN4 3242

CN0 1657, LN0 5535, HN0 7547
CN1 1750, LN1 5638, HN1 7640
CN2 1853, LN2 5731, HN2 7743
CN3 1956, LN3 5834, HN3 7846
CN4 1059, LN4 5937, HN4 7949

CN0 2495, LN0 6373, HN0 8385
CN1 2598, LN1 6476, HN1 8488
CN2 2691, LN2 6579, HN2 8581
CN3 2794, LN3 6672, HN3 8684
CN4 2897, LN4 6775, HN4 8787

CN0 6835, LN0 0713, HN0 2725
CN1 6938, LN1 0816, HN1 2828
CN2 6031, LN2 0919, HN2 2921
CN3 6134, LN3 0012, HN3 2024
CN4 6237, LN4 0115, HN4 2127

CN0 6849, LN0 0727, HN0 2739
CN1 6942, LN1 0820, HN1 2832
CN2 6045, LN2 0923, HN2 2935
CN3 6148, LN3 0026, HN3 2038
CN4 6241, LN4 0129, HN4 2131

CN0 6192, LN0 0070, HN0 2082
CN1 6295, LN1 0173, HN1 2185
CN2 6398, LN2 0276, HN2 2288
CN3 6491, LN3 0379, HN3 2381
CN4 6594, LN4 0472, HN4 2484

CN0 2398, LN0 6276, HN0 8288
CN1 2491, LN1 6379, HN1 8381
CN2 2594, LN2 6472, HN2 8484
CN3 2697, LN3 6575, HN3 8587
CN4 2790, LN4 6678, HN4 8680

CN0 1283, LN0 5161, HN0 7173
CN1 1386, LN1 5264, HN1 7276
CN2 1489, LN2 5367, HN2 7379
CN3 1582, LN3 5460, HN3 7472
CN4 1685, LN4 5563, HN4 7575

CN0 2647, LN0 6525, HN0 8537
CN1 2740, LN1 6628, HN1 8630
CN2 2843, LN2 6721, HN2 8733
CN3 2946, LN3 6824, HN3 8836
CN4 2049, LN4 6927, HN4 8939

CN0 7180, LN0 1068, HN0 3070
CN1 7283, LN1 1161, HN1 3173
CN2 7386, LN2 1264, HN2 3276
CN3 7489, LN3 1367, HN3 3379
CN4 7582, LN4 1460, HN4 3472

CN0 6095, LN0 0973, HN0 2985
CN1 6198, LN1 0076, HN1 2088
CN2 6291, LN2 0179, HN2 2181
CN3 6394, LN3 0272, HN3 2284
CN4 6497, LN4 0375, HN4 2387

CN0 9421, LN0 3309, HN0 5311
CN1 9524, LN1 3402, HN1 5414
CN2 9627, LN2 3505, HN2 5517
CN3 9720, LN3 3608, HN3 5610
CN4 9823, LN4 3701, HN4 5713

CN0 0283, LN0 4161, HN0 6173
CN1 0386, LN1 4264, HN1 6276
CN2 0489, LN2 4367, HN2 6379
CN3 0582, LN3 4460, HN3 6472
CN4 0685, LN4 4563, HN4 6575

CN0 9384, LN0 3262, HN0 5274
CN1 9487, LN1 3365, HN1 5377
CN2 9580, LN2 3468, HN2 5470
CN3 9683, LN3 3561, HN3 5573
CN4 9786, LN4 3664, HN4 5676

CN0 6081, LN0 0969, HN0 2971
CN1 6184, LN1 0062, HN1 2074
CN2 6287, LN2 0165, HN2 2177
CN3 6380, LN3 0268, HN3 2270
CN4 6483, LN4 0361, HN4 2373

CN0 9051, LN0 3939, HN0 5941
CN1 9154, LN1 3032, HN1 5044
CN2 9257, LN2 3135, HN2 5147
CN3 9350, LN3 3238, HN3 5240
CN4 9453, LN4 3331, HN4 5343

CN0 5061, LN0 9949, HN0 1951
CN1 5164, LN1 9042, HN1 1054
CN2 5267, LN2 9145, HN2 1157
CN3 5360, LN3 9248, HN3 1250
CN4 5463, LN4 9341, HN4 1353

CN0 8291, LN0 2179, HN0 4181
CN1 8394, LN1 2272, HN1 4284
CN2 8497, LN2 2375, HN2 4387
CN3 8590, LN3 2478, HN3 4480
CN4 8693, LN4 2571, HN4 4583

CN0 6732, LN0 0610, HN0 2622
CN1 6835, LN1 0713, HN1 2725
CN2 6938, LN2 0816, HN2 2828
CN3 6031, LN3 0919, HN3 2921
CN4 6134, LN4 0012, HN4 2024

CN0 9281, LN0 3169, HN0 5171
CN1 9384, LN1 3262, HN1 5274
CN2 9487, LN2 3365, HN2 5377
CN3 9580, LN3 3468, HN3 5470
CN4 9683, LN4 3561, HN4 5573

CN0 6879, LN0 0757, HN0 2769
CN1 6972, LN1 0850, HN1 2862
CN2 6075, LN2 0953, HN2 2965
CN3 6178, LN3 0056, HN3 2068
CN4 6271, LN4 0159, HN4 2161

CN0 2651, LN0 6539, HN0 8541
CN1 2754, LN1 6632, HN1 8644
CN2 2857, LN2 6735, HN2 8747
CN3 2950, LN3 6838, HN3 8840
CN4 2053, LN4 6931, HN4 8943

CN0 8954, LN0 2832, HN0 4844
CN1 8057, LN1 2935, HN1 4947
CN2 8150, LN2 2038, HN2 4040
CN3 8253, LN3 2131, HN3 4143
CN4 8356, LN4 2234, HN4 4246

CN0 0162, LN0 4040, HN0 6052
CN1 0265, LN1 4143, HN1 6155
CN2 0368, LN2 4246, HN2 6258
CN3 0461, LN3 4349, HN3 6351
CN4 0564, LN4 4442, HN4 6454

CN0 0283, LN0 4161, HN0 6173
CN1 0386, LN1 4264, HN1 6276
CN2 0489, LN2 4367, HN2 6379
CN3 0582, LN3 4460, HN3 6472
CN4 0685, LN4 4563, HN4 6575

CN0 2398, LN0 6276, HN0 8288
CN1 2491, LN1 6379, HN1 8381
CN2 2594, LN2 6472, HN2 8484
CN3 2697, LN3 6575, HN3 8587
CN4 2790, LN4 6678, HN4 8680

CN0 6198, LN0 0076, HN0 2088
CN1 6291, LN1 0179, HN1 2181
CN2 6394, LN2 0272, HN2 2284
CN3 6497, LN3 0375, HN3 2387
CN4 6590, LN4 0478, HN4 2480

CN0 0435, LN0 4313, HN0 6325
CN1 0538, LN1 4416, HN1 6428
CN2 0631, LN2 4519, HN2 6521
CN3 0734, LN3 4612, HN3 6624
CN4 0837, LN4 4715, HN4 6727

CN0 6758, LN0 0636, HN0 2648
CN1 6851, LN1 0739, HN1 2741
CN2 6954, LN2 0832, HN2 2844
CN3 6057, LN3 0935, HN3 2947
CN4 6150, LN4 0038, HN4 2040

CN0 0532, LN0 4410, HN0 6422
CN1 0635, LN1 4513, HN1 6525
CN2 0738, LN2 4616, HN2 6628
CN3 0831, LN3 4719, HN3 6721
CN4 0934, LN4 4812, HN4 6824

CN0 7192, LN0 1070, HN0 3082
CN1 7295, LN1 1173, HN1 3185
CN2 7398, LN2 1276, HN2 3288
CN3 7491, LN3 1379, HN3 3381
CN4 7594, LN4 1472, HN4 3484

CN0 5627, LN0 9505, HN0 1517
CN1 5720, LN1 9608, HN1 1610
CN2 5823, LN2 9701, HN2 1713
CN3 5926, LN3 9804, HN3 1816
CN4 5029, LN4 9907, HN4 1919

CN0 8324, LN0 2202, HN0 4214
CN1 8427, LN1 2305, HN1 4317
CN2 8520, LN2 2408, HN2 4410
CN3 8623, LN3 2501, HN3 4513
CN4 8726, LN4 2604, HN4 4616

CN0 5970, LN0 9858, HN0 1860
CN1 5073, LN1 9951, HN1 1963
CN2 5176, LN2 9054, HN2 1066
CN3 5279, LN3 9157, HN3 1169
CN4 5372, LN4 9250, HN4 1262

CN0 0279, LN0 4157, HN0 6169
CN1 0372, LN1 4250, HN1 6262
CN2 0475, LN2 4353, HN2 6365
CN3 0578, LN3 4456, HN3 6468
CN4 0671, LN4 4559, HN4 6561

CN0 9281, LN0 3169, HN0 5171
CN1 9384, LN1 3262, HN1 5274
CN2 9487, LN2 3365, HN2 5377
CN3 9580, LN3 3468, HN3 5470
CN4 9683, LN4 3561, HN4 5573

CN0 5738, LN0 9616, HN0 1628
CN1 5831, LN1 9719, HN1 1721
CN2 5934, LN2 9812, HN2 1824
CN3 5037, LN3 9915, HN3 1927
CN4 5130, LN4 9018, HN4 1020

CN0 2495, LN0 6373, HN0 8385
CN1 2598, LN1 6476, HN1 8488
CN2 2691, LN2 6579, HN2 8581
CN3 2794, LN3 6672, HN3 8684
CN4 2897, LN4 6775, HN4 8787

CN0 2538, LN0 6416, HN0 8428
CN1 2631, LN1 6519, HN1 8521
CN2 2734, LN2 6612, HN2 8624
CN3 2837, LN3 6715, HN3 8727
CN4 2930, LN4 6818, HN4 8820

CN0 7940, LN0 1828, HN0 3830
CN1 7043, LN1 1921, HN1 3933
CN2 7146, LN2 1024, HN2 3036
CN3 7249, LN3 1127, HN3 3139
CN4 7342, LN4 1220, HN4 3232

CN0 1524, LN0 5402, HN0 7414
CN1 1627, LN1 5505, HN1 7517
CN2 1720, LN2 5608, HN2 7610
CN3 1823, LN3 5701, HN3 7713
CN4 1926, LN4 5804, HN4 7816

